t[s],x[m],y[m],v[m/s],ax[m/s^2],ay[m/s^2], az[m/s^2],roll[rad],pitch[rad],yaw[rad],gy_x[rad/sec],gy_y[rad/sec],gy_z[rad/sec],_,_,_,latitude,longitude,
68939,,,,0.015,-0.004,0.034,0.010036759,-0.093050956,-0.000345102,0,-0.002222222,0.001111111,,,,,,
68940,,,,0.013,0.001,0.015,0.010036759,-0.093050956,-0.000345102,0.001111111,0,0.004444444,,,,,,
68941,,,,0.001,0.004,0.019,0.010036759,-0.093050956,-0.000345102,0,0.001111111,0.003333333,,,,,,
68942,,,,0.006,-0.018,0.056,0.009914292,-0.093051006,-0.0003394,-0.001111111,-0.003333333,0.002222222,,,,,,
68943,,,,0.012,0,0.041,0.009914292,-0.093051006,-0.0003394,0.001111111,-0.001111111,0,,,,,,
68943,-4.30E-06,1.01E-06,0.008,,,,,,,,,,,,,,,
68943,,,,,,,,,,,,,,,,31.26560567,34.72935383,
68944,,,,0.007,0.012,0.024,0.009914292,-0.093051006,-0.0003394,0,0.002222222,0,,,,,,
68945,,,,-0.009,-0.006,0.028,0.009914292,-0.093051006,-0.0003394,-0.001111111,0,0,,,,,,
68946,,,,0,-0.01,0.04,0.009914292,-0.093051006,-0.0003394,0,-0.002222222,0,,,,,,
68947,,,,0.009,-0.002,0.032,0.009914292,-0.093051006,-0.0003394,0,-0.005555556,0.003333333,,,,,,
68948,,,,0.007,0,0.028,0.009914292,-0.093051006,-0.0003394,-0.002222222,0.001111111,0.003333333,,,,,,
68949,,,,-0.004,-0.018,0.044,0.009914292,-0.093051006,-0.0003394,-0.001111111,-0.002222222,0.002222222,,,,,,
68950,,,,0.01,-0.013,0.036,0.009914292,-0.093051006,-0.0003394,0.002222222,-0.007777778,-0.001111111,,,,,,
68951,,,,0.018,0.002,0.025,0.009791824,-0.093051054,-0.000333698,0.002222222,-0.002222222,-0.001111111,,,,,,
68952,,,,-0.004,0.004,0.027,0.009791824,-0.093051054,-0.000333698,0,0.005555556,0,,,,,,
68953,,,,-0.004,-0.009,0.042,0.009791824,-0.093051054,-0.000333698,0,0,0,,,,,,
68954,-4.30E-06,1.01E-06,0.020500001,,,,,,,,,,,,,,,
68954,,,,,,,,,,,,,,,,31.26560567,34.72935383,
68954,,,,0.006,-0.006,0.047,0.009791824,-0.093051054,-0.000333698,0,-0.001111111,0.003333333,,,,,,
68955,,,,0.002,0.014,0.013,0.009791824,-0.093051054,-0.000333698,0.003333333,0,0,,,,,,
68956,,,,-0.004,0.003,0.032,0.009791824,-0.093051054,-0.000333698,0,0,0.003333333,,,,,,
68957,,,,-0.002,-0.012,0.047,0.009791824,-0.093051054,-0.000333698,0.003333333,-0.003333333,0.001111111,,,,,,
68958,,,,0.005,-0.001,0.042,0.009791824,-0.093051054,-0.000333698,0.003333333,-0.002222222,0,,,,,,
68959,,,,-0.004,0.012,0.022,0.009791824,-0.093051054,-0.000333698,0.001111111,0.005555556,-0.002222222,,,,,,
68960,,,,-0.014,0.006,0.019,0.009791824,-0.093051054,-0.000333698,0,0.002222222,0,,,,,,
68961,,,,-0.007,-0.01,0.039,0.009791824,-0.093051054,-0.000333698,0,-0.003333333,0,,,,,,
68962,,,,0.009,0.014,0.026,0.009791824,-0.093051054,-0.000333698,0.003333333,-0.001111111,0,,,,,,
68963,,,,-0.001,0.01,0.026,0.009914292,-0.093051006,-0.0003394,0,-0.001111111,0.002222222,,,,,,
68964,-4.30E-06,1.01E-06,0.006,,,,,,,,,,,,,,,
68964,,,,,,,,,,,,,,,,31.26560567,34.72935383,
68964,,,,-0.005,-0.004,0.04,0.009914243,-0.092929068,-0.000338792,0,0,0.001111111,,,,,,
68965,,,,0.001,-0.012,0.039,0.009914243,-0.092929068,-0.000338792,0,-0.003333333,0,,,,,,
68966,,,,0.01,0.011,0.023,0.009914243,-0.092929068,-0.000338792,0,-0.002222222,0,,,,,,
68967,,,,-0.001,0.016,0.025,0.009914243,-0.092929068,-0.000338792,0,0.001111111,0,,,,,,
68968,,,,-0.008,0.003,0.039,0.009914243,-0.092929068,-0.000338792,-0.001111111,-0.001111111,0,,,,,,
68969,,,,0.015,0.004,0.026,0.009914243,-0.092929068,-0.000338792,0,-0.004444444,0,,,,,,
68970,,,,0.01,0.009,0.012,0.009914243,-0.092929068,-0.000338792,-0.001111111,0.002222222,0.002222222,,,,,,
68971,,,,-0.002,0.004,0.024,0.009914243,-0.092929068,-0.000338792,-0.002222222,0.001111111,0.003333333,,,,,,
68972,,,,0.005,-0.01,0.048,0.009914243,-0.092929068,-0.000338792,-0.002222222,-0.001111111,0,,,,,,
68973,,,,0.013,0.004,0.038,0.009914292,-0.093051006,-0.0003394,0.001111111,0,-0.002222222,,,,,,
68974,-4.30E-06,1.01E-06,0.013,,,,,,,,,,,,,,,
68974,,,,,,,,,,,,,,,,31.26560567,34.72935383,
68974,,,,0.007,0.013,0.027,0.009914292,-0.093051006,-0.0003394,0.001111111,0.003333333,-0.002222222,,,,,,
68975,,,,-0.003,0.013,0.021,0.010036759,-0.093050956,-0.000345102,-0.002222222,0.004444444,-0.002222222,,,,,,
68976,,,,0.007,-0.004,0.04,0.010036759,-0.093050956,-0.000345102,-0.003333333,-0.002222222,-0.002222222,,,,,,
68977,,,,0.012,0.006,0.029,0.010036759,-0.093050956,-0.000345102,-0.002222222,0,0.004444444,,,,,,
68978,,,,0.008,0.005,0.029,0.010036759,-0.093050956,-0.000345102,0,0.002222222,0.002222222,,,,,,
68979,,,,-0.002,-0.011,0.041,0.010036759,-0.093050956,-0.000345102,-0.001111111,0,0.001111111,,,,,,
68980,,,,0.008,-0.002,0.035,0.010036759,-0.093050956,-0.000345102,0.001111111,-0.002222222,-0.001111111,,,,,,
68981,,,,0.012,0.01,0.026,0.010036759,-0.093050956,-0.000345102,0.001111111,0,-0.001111111,,,,,,
68982,,,,0.004,0.014,0.019,0.010036759,-0.093050956,-0.000345102,0,0.002222222,-0.001111111,,,,,,
68983,,,,-0.003,-0.012,0.044,0.010036759,-0.093050956,-0.000345102,-0.003333333,0,0,,,,,,
68984,-4.30E-06,1.03E-06,0.020500001,,,,,,,,,,,,,,,
68984,,,,,,,,,,,,,,,,31.26560567,34.729354,
68984,,,,0.007,-0.007,0.041,0.010036759,-0.093050956,-0.000345102,0,-0.001111111,0.002222222,,,,,,
68985,,,,0.008,0.002,0.018,0.010036759,-0.093050956,-0.000345102,-0.001111111,0,0.002222222,,,,,,
68986,,,,-0.005,-0.005,0.036,0.010036759,-0.093050956,-0.000345102,-0.001111111,0,0.001111111,,,,,,
68987,,,,0.003,-0.011,0.045,0.010036759,-0.093050956,-0.000345102,0,-0.002222222,0,,,,,,
68988,,,,0.014,0,0.043,0.010036759,-0.093050956,-0.000345102,0,-0.001111111,-0.001111111,,,,,,
68989,,,,0.001,0.017,0.019,0.010036759,-0.093050956,-0.000345102,0,0.001111111,0,,,,,,
68990,,,,-0.009,0,0.025,0.010036759,-0.093050956,-0.000345102,0,0.003333333,0,,,,,,
68991,,,,0,-0.015,0.039,0.010036759,-0.093050956,-0.000345102,-0.001111111,-0.003333333,0,,,,,,
68992,,,,0.008,-0.001,0.035,0.010036759,-0.093050956,-0.000345102,0,0,0.003333333,,,,,,
68993,,,,0.003,0,0.032,0.010036759,-0.093050956,-0.000345102,-0.001111111,0.002222222,0.003333333,,,,,,
68994,-4.30E-06,1.03E-06,0.0105,,,,,,,,,,,,,,,
68994,,,,,,,,,,,,,,,,31.26560567,34.729354,
68994,,,,-0.002,-0.01,0.041,0.010036759,-0.093050956,-0.000345102,-0.001111111,0,0,,,,,,
68995,,,,0.003,-0.014,0.037,0.010036759,-0.093050956,-0.000345102,0.002222222,-0.002222222,0,,,,,,
68996,,,,0.004,0.009,0.018,0.010036759,-0.093050956,-0.000345102,0,0.002222222,0,,,,,,
68997,,,,-0.007,0.008,0.024,0.010036759,-0.093050956,-0.000345102,0,0.005555556,-0.001111111,,,,,,
68998,,,,-0.012,-0.009,0.04,0.010036759,-0.093050956,-0.000345102,-0.002222222,0,0,,,,,,
68999,,,,0.004,-0.01,0.042,0.010036759,-0.093050956,-0.000345102,0,0,0.002222222,,,,,,
69000,,,,0.013,0.005,0.018,0.010036759,-0.093050956,-0.000345102,0.001111111,0,0.001111111,,,,,,
69001,,,,0.001,0,0.022,0.010036759,-0.093050956,-0.000345102,-0.001111111,0.004444444,0.002222222,,,,,,
69002,,,,-0.005,-0.011,0.035,0.010036759,-0.093050956,-0.000345102,0,-0.003333333,-0.001111111,,,,,,
69003,,,,0.012,0.009,0.037,0.010036759,-0.093050956,-0.000345102,0.003333333,0,0,,,,,,
69004,-4.30E-06,1.03E-06,0.014,,,,,,,,,,,,,,,
69004,,,,,,,,,,,,,,,,31.26560567,34.729354,
69004,,,,0.004,0.018,0.02,0.010036759,-0.093050956,-0.000345102,0,0.006666667,0,,,,,,
69005,,,,-0.009,0.016,0.015,0.010036759,-0.093050956,-0.000345102,0,0.004444444,0,,,,,,
69006,,,,0.007,-0.002,0.042,0.010036759,-0.093050956,-0.000345102,0,-0.001111111,0,,,,,,
69007,,,,0.012,0.004,0.032,0.010036759,-0.093050956,-0.000345102,-0.003333333,0.001111111,0.002222222,,,,,,
69008,,,,0.003,-0.001,0.022,0.010036759,-0.093050956,-0.000345102,-0.001111111,0.004444444,0.003333333,,,,,,
69009,,,,-0.01,-0.003,0.031,0.010036759,-0.093050956,-0.000345102,0,0,0,,,,,,
69010,,,,0.007,-0.008,0.044,0.010036759,-0.093050956,-0.000345102,0.002222222,-0.006666667,-0.001111111,,,,,,
69011,,,,0.012,0.007,0.028,0.010036759,-0.093050956,-0.000345102,0.004444444,-0.002222222,-0.004444444,,,,,,
69012,,,,0,0.016,0.018,0.010036759,-0.093050956,-0.000345102,0,0,-0.002222222,,,,,,
69013,,,,-0.003,-0.013,0.046,0.010036759,-0.093050956,-0.000345102,0,-0.001111111,0,,,,,,
69014,-4.30E-06,1.03E-06,0.0125,,,,,,,,,,,,,,,
69014,,,,,,,,,,,,,,,,31.26560567,34.729354,
69014,,,,0.013,-0.003,0.044,0.010036759,-0.093050956,-0.000345102,0,-0.005555556,0,,,,,,
69015,,,,0.016,0,0.019,0.010036759,-0.093050956,-0.000345102,0.002222222,-0.001111111,0,,,,,,
69016,,,,0.002,0.002,0.018,0.010036759,-0.093050956,-0.000345102,0,0.003333333,0.002222222,,,,,,
69017,,,,0,-0.013,0.056,0.010036759,-0.093050956,-0.000345102,0.001111111,0,-0.001111111,,,,,,
69018,,,,0.013,0.006,0.047,0.010036759,-0.093050956,-0.000345102,0.003333333,0,-0.001111111,,,,,,
69019,,,,0.007,0.021,0.022,0.010036759,-0.093050956,-0.000345102,0.002222222,0.003333333,-0.003333333,,,,,,
69020,,,,-0.011,0,0.028,0.010036759,-0.093050956,-0.000345102,0,0,0,,,,,,
69021,,,,-0.001,-0.009,0.047,0.010036759,-0.093050956,-0.000345102,-0.001111111,-0.007777778,0,,,,,,
69022,,,,0.014,0,0.043,0.010036759,-0.093050956,-0.000345102,0,-0.005555556,0,,,,,,
69023,,,,-0.002,0.003,0.023,0.010036759,-0.093050956,-0.000345102,0,0.003333333,0.001111111,,,,,,
69024,,,,-0.009,-0.011,0.038,0.010036759,-0.093050956,-0.000345102,0,0,0,,,,,,
69025,-4.30E-06,1.05E-06,0.0105,,,,,,,,,,,,,,,
69025,,,,,,,,,,,,,,,,31.26560567,34.72935417,
69025,,,,0.008,-0.015,0.046,0.010036759,-0.093050956,-0.000345102,0,-0.006666667,-0.001111111,,,,,,
69026,,,,0.019,0.006,0.031,0.010036759,-0.093050956,-0.000345102,0.001111111,0,-0.004444444,,,,,,
69027,,,,-0.002,0.005,0.02,0.010036759,-0.093050956,-0.000345102,0,0,-0.002222222,,,,,,
69028,,,,-0.003,-0.013,0.042,0.010036759,-0.093050956,-0.000345102,-0.001111111,-0.003333333,0,,,,,,
69029,,,,0.008,-0.012,0.05,0.010036759,-0.093050956,-0.000345102,0,-0.002222222,0.004444444,,,,,,
69030,,,,0.014,-0.003,0.011,0.010036759,-0.093050956,-0.000345102,0,0,0.003333333,,,,,,
69031,,,,0.002,0,0.02,0.010036759,-0.093050956,-0.000345102,0.001111111,0,0.002222222,,,,,,
69032,,,,0,-0.016,0.045,0.010036759,-0.093050956,-0.000345102,0.002222222,-0.002222222,0,,,,,,
69033,,,,0.016,0.016,0.031,0.010036759,-0.093050956,-0.000345102,0.006666667,0,0,,,,,,
69034,,,,0.004,0.017,0.015,0.010036759,-0.093050956,-0.000345102,0.003333333,0.007777778,-0.003333333,,,,,,
69034,-4.30E-06,1.05E-06,0.002,,,,,,,,,,,,,,,
69034,,,,,,,,,,,,,,,,31.26560567,34.72935417,
69035,,,,-0.011,0.014,0.008,0.010036759,-0.093050956,-0.000345102,0,0.003333333,0,,,,,,
69036,,,,-0.007,-0.007,0.032,0.010036759,-0.093050956,-0.000345102,0,-0.001111111,0,,,,,,
69037,,,,0.015,0.005,0.034,0.010036759,-0.093050956,-0.000345102,0,0,0.003333333,,,,,,
69038,,,,0.003,0.004,0.024,0.010036759,-0.093050956,-0.000345102,0,0.005555556,0.003333333,,,,,,
69039,,,,-0.011,0,0.033,0.010036759,-0.093050956,-0.000345102,0,0,0,,,,,,
69040,,,,0.006,0.003,0.038,0.010036759,-0.093050956,-0.000345102,0.002222222,-0.001111111,-0.002222222,,,,,,
69041,,,,0.006,0.017,0.021,0.010036759,-0.093050956,-0.000345102,0.002222222,0.003333333,-0.005555556,,,,,,
69042,,,,-0.003,0.02,0.016,0.010036759,-0.093050956,-0.000345102,0,0.004444444,-0.002222222,,,,,,
69043,,,,-0.014,0.006,0.027,0.010036759,-0.093050956,-0.000345102,-0.004444444,0,-0.002222222,,,,,,
69044,-4.30E-06,1.05E-06,0.0065,,,,,,,,,,,,,,,
69044,,,,,,,,,,,,,,,,31.26560567,34.72935417,
69044,,,,0.009,-0.001,0.044,0.010036759,-0.093050956,-0.000345102,-0.001111111,-0.003333333,0.001111111,,,,,,
69045,,,,0.006,0.001,0.014,0.010036759,-0.093050956,-0.000345102,0.002222222,0,0.003333333,,,,,,
69046,,,,-0.009,0,0.015,0.010036759,-0.093050956,-0.000345102,0,0,0,,,,,,
69047,,,,-0.003,-0.011,0.056,0.010036759,-0.093050956,-0.000345102,0.001111111,-0.005555556,0,,,,,,
69048,,,,0.009,0.01,0.043,0.010036759,-0.093050956,-0.000345102,0.004444444,-0.003333333,-0.003333333,,,,,,
69049,,,,0.007,0.018,0.022,0.010036759,-0.093050956,-0.000345102,0.002222222,0.001111111,-0.004444444,,,,,,
69050,,,,-0.016,-0.003,0.026,0.010036759,-0.093050956,-0.000345102,0,0,0,,,,,,
69051,,,,-0.003,-0.014,0.046,0.010036759,-0.093050956,-0.000345102,-0.003333333,-0.007777778,0,,,,,,
69052,,,,0.009,-0.003,0.04,0.010036759,-0.093050956,-0.000345102,0,-0.005555556,0.003333333,,,,,,
69053,,,,0.007,0,0.023,0.010036759,-0.093050956,-0.000345102,0,0,0.004444444,,,,,,
69054,-4.30E-06,1.05E-06,0.0065,,,,,,,,,,,,,,,
69054,,,,,,,,,,,,,,,,31.26560567,34.72935417,
69054,,,,0,-0.013,0.044,0.010036759,-0.093050956,-0.000345102,0,0,0,,,,,,
69055,,,,0.012,-0.005,0.041,0.010036759,-0.093050956,-0.000345102,0.003333333,-0.005555556,-0.003333333,,,,,,
69056,,,,0.017,0.01,0.024,0.010036759,-0.093050956,-0.000345102,0.003333333,0,-0.005555556,,,,,,
69057,,,,-0.01,0.012,0.014,0.010036759,-0.093050956,-0.000345102,0,0.004444444,-0.001111111,,,,,,
69058,,,,-0.011,-0.009,0.04,0.010036759,-0.093050956,-0.000345102,-0.001111111,-0.002222222,0,,,,,,
69059,,,,0.007,-0.008,0.054,0.010036759,-0.093050956,-0.000345102,0,-0.003333333,0.004444444,,,,,,
69060,,,,0.018,0.003,0.023,0.010036759,-0.093050956,-0.000345102,0,0,0.004444444,,,,,,
69061,,,,-0.003,0,0.026,0.010036759,-0.093050956,-0.000345102,0,0.001111111,0.002222222,,,,,,
69062,,,,-0.001,-0.014,0.047,0.010036759,-0.093050956,-0.000345102,0.001111111,-0.001111111,-0.001111111,,,,,,
69063,,,,0.009,0,0.044,0.010036759,-0.093050956,-0.000345102,0.001111111,-0.001111111,-0.002222222,,,,,,
69064,-4.30E-06,1.06E-06,0.0125,,,,,,,,,,,,,,,
69064,,,,,,,,,,,,,,,,31.26560567,34.72935433,
69064,-4.30E-06,1.06E-06,0.0125,,,,,,,,,,,,,,,
69064,,,,,,,,,,,,,,,,31.26560567,34.72935433,
69064,,,,-0.006,0.017,0.012,0.010036759,-0.093050956,-0.000345102,0.001111111,0.002222222,-0.002222222,,,,,,
69065,,,,-0.016,0.009,0.013,0.010036759,-0.093050956,-0.000345102,0,0.001111111,0,,,,,,
69066,,,,-0.008,-0.009,0.044,0.010036759,-0.093050956,-0.000345102,-0.002222222,-0.006666667,0.003333333,,,,,,
69067,,,,0.017,0.006,0.025,0.010036759,-0.093050956,-0.000345102,0,-0.005555556,0.001111111,,,,,,
69068,,,,0.008,0.006,0.026,0.010036759,-0.093050956,-0.000345102,0,0,0.003333333,,,,,,
69069,,,,-0.001,-0.005,0.042,0.010036759,-0.093050956,-0.000345102,-0.001111111,-0.001111111,0,,,,,,
69070,,,,0.006,-0.011,0.044,0.010036759,-0.093050956,-0.000345102,0,-0.006666667,-0.002222222,,,,,,
69071,,,,0.016,0.013,0.022,0.010036759,-0.093050956,-0.000345102,0.001111111,0,0,,,,,,
69072,,,,0,0.024,0.015,0.010036759,-0.093050956,-0.000345102,-0.001111111,0.003333333,-0.001111111,,,,,,
69073,,,,-0.006,0.004,0.033,0.010036759,-0.093050956,-0.000345102,-0.004444444,-0.003333333,0,,,,,,
69073,-4.30E-06,1.06E-06,0.0035,,,,,,,,,,,,,,,
69073,,,,,,,,,,,,,,,,31.26560567,34.72935433,
69074,,,,0.023,0,0.039,0.010036759,-0.093050956,-0.000345102,-0.003333333,-0.008888889,0.003333333,,,,,,
69075,,,,0.021,0,0.012,0.010036759,-0.093050956,-0.000345102,-0.003333333,-0.002222222,0.001111111,,,,,,
69076,,,,0.008,-0.006,0.027,0.010036759,-0.093050956,-0.000345102,-0.004444444,0,0.001111111,,,,,,
69077,,,,0.003,-0.016,0.045,0.010036759,-0.093050956,-0.000345102,-0.002222222,-0.001111111,-0.001111111,,,,,,
69078,,,,0.02,0,0.044,0.010036759,-0.093050956,-0.000345102,0.001111111,0.001111111,-0.001111111,,,,,,
69079,,,,0.013,0.009,0.021,0.010036759,-0.093050956,-0.000345102,0,0.007777778,-0.003333333,,,,,,
69080,,,,-0.002,0.011,0.006,0.010036759,-0.093050956,-0.000345102,-0.002222222,0.002222222,0,,,,,,
69081,,,,0.007,-0.013,0.049,0.010036759,-0.093050956,-0.000345102,-0.001111111,0,0,,,,,,
69082,,,,0.016,-0.002,0.034,0.010036759,-0.093050956,-0.000345102,0,0.002222222,0.002222222,,,,,,
69083,,,,0.008,-0.005,0.023,0.010036759,-0.093050956,-0.000345102,0.001111111,0.004444444,0.001111111,,,,,,
69084,,,,-0.008,-0.012,0.044,0.010036759,-0.093050956,-0.000345102,0.002222222,0.001111111,0,,,,,,
69084,-4.30E-06,1.06E-06,0.005,,,,,,,,,,,,,,,
69084,,,,,,,,,,,,,,,,31.26560567,34.72935433,
69085,,,,0.003,-0.005,0.044,0.010036759,-0.093050956,-0.000345102,0.002222222,0.001111111,0,,,,,,
69086,,,,0.006,0.016,0.026,0.010036759,-0.093050956,-0.000345102,0.003333333,0.006666667,0,,,,,,
69087,,,,-0.007,0.019,0.01,0.010036759,-0.093050956,-0.000345102,0.003333333,0.006666667,0,,,,,,
69088,,,,-0.016,-0.008,0.047,0.010036759,-0.093050956,-0.000345102,-0.001111111,-0.002222222,0,,,,,,
69089,,,,0,-0.004,0.048,0.010036759,-0.093050956,-0.000345102,-0.001111111,-0.002222222,0,,,,,,
69090,,,,0.007,0.005,0.017,0.010036759,-0.093050956,-0.000345102,0,-0.003333333,0.005555556,,,,,,
69091,,,,-0.01,-0.003,0.033,0.010036759,-0.093050956,-0.000345102,0,0,0.004444444,,,,,,
69092,,,,-0.003,-0.015,0.048,0.010036759,-0.093050956,-0.000345102,0,0,0.002222222,,,,,,
69093,,,,0.01,-0.001,0.049,0.010036759,-0.093050956,-0.000345102,0,0,-0.002222222,,,,,,
69094,-4.30E-06,1.08E-06,0.008,,,,,,,,,,,,,,,
69094,,,,,,,,,,,,,,,,31.26560567,34.7293545,
69094,,,,0.007,0.011,0.028,0.010036759,-0.093050956,-0.000345102,0,0,-0.002222222,,,,,,
69095,,,,-0.017,0,0.017,0.010036759,-0.093050956,-0.000345102,0,0.004444444,-0.001111111,,,,,,
69096,,,,-0.004,-0.013,0.042,0.010036759,-0.093050956,-0.000345102,-0.002222222,0,0,,,,,,
69097,,,,0.007,0,0.041,0.010036759,-0.093050956,-0.000345102,-0.001111111,-0.002222222,0.001111111,,,,,,
69098,,,,0.001,-0.001,0.026,0.010036759,-0.093050956,-0.000345102,0,0.004444444,0.004444444,,,,,,
69099,,,,-0.008,-0.01,0.035,0.010036759,-0.093050956,-0.000345102,0,0.004444444,0.004444444,,,,,,
69100,,,,0,-0.015,0.04,0.010036759,-0.093050956,-0.000345102,0,0,0.001111111,,,,,,
69101,,,,0.002,0.013,0.017,0.010036759,-0.093050956,-0.000345102,0.004444444,-0.004444444,0,,,,,,
69102,,,,-0.012,0.016,0.013,0.010036759,-0.093050956,-0.000345102,0.005555556,0,-0.002222222,,,,,,
69103,,,,-0.016,0,0.038,0.010036759,-0.093050956,-0.000345102,0,-0.004444444,0,,,,,,
69104,,,,-0.002,0,0.054,0.010036759,-0.093050956,-0.000345102,0,-0.004444444,0,,,,,,
69105,,,,0.01,0.011,0.01,0.010036759,-0.093050956,-0.000345102,0,-0.006666667,0,,,,,,
69106,,,,0,0.01,0.018,0.010036759,-0.093050956,-0.000345102,0.001111111,-0.001111111,0.003333333,,,,,,
69107,,,,-0.003,-0.007,0.042,0.010036759,-0.093050956,-0.000345102,0,0,0.003333333,,,,,,
69108,,,,0.015,0.015,0.034,0.010036759,-0.093050956,-0.000345102,0,0.001111111,-0.002222222,,,,,,
69109,,,,-0.001,0.025,0.014,0.010036759,-0.093050956,-0.000345102,0,0.001111111,-0.003333333,,,,,,
69110,,,,-0.012,0.023,0.009,0.010036759,-0.093050956,-0.000345102,0,0.001111111,-0.002222222,,,,,,
69111,,,,0.005,0,0.046,0.010036759,-0.093050956,-0.000345102,-0.006666667,0,-0.001111111,,,,,,
69112,,,,0.016,0.003,0.031,0.010036759,-0.093050956,-0.000345102,-0.006666667,-0.006666667,0.001111111,,,,,,
69113,,,,0.008,-0.004,0.027,0.010036759,-0.093050956,-0.000345102,-0.005555556,0,0.002222222,,,,,,
69114,-4.28E-06,1.08E-06,0.0055,,,,,,,,,,,,,,,
69114,,,,,,,,,,,,,,,,31.26560583,34.7293545,
69114,-4.28E-06,1.08E-06,0.0055,,,,,,,,,,,,,,,
69114,,,,,,,,,,,,,,,,31.26560583,34.7293545,
69114,,,,-0.004,-0.006,0.037,0.010036759,-0.093050956,-0.000345102,-0.005555556,0,0.002222222,,,,,,
69115,,,,0.014,-0.008,0.045,0.010036759,-0.093050956,-0.000345102,-0.004444444,-0.005555556,0,,,,,,
69116,,,,0.019,0.01,0.028,0.010036759,-0.093050956,-0.000345102,-0.002222222,-0.007777778,0,,,,,,
69117,,,,0.008,0.015,0.018,0.010036759,-0.093050956,-0.000345102,0,-0.001111111,-0.003333333,,,,,,
69118,,,,0.006,-0.011,0.049,0.010036759,-0.093050956,-0.000345102,-0.004444444,0.001111111,-0.001111111,,,,,,
69119,,,,0.02,-0.002,0.045,0.010036759,-0.093050956,-0.000345102,-0.004444444,-0.004444444,-0.001111111,,,,,,
69120,,,,0.026,-0.001,0.022,0.010036759,-0.093050956,-0.000345102,-0.002222222,-0.007777778,0.002222222,,,,,,
69121,,,,0.015,-0.001,0.022,0.010036759,-0.093050956,-0.000345102,-0.002222222,0,0.002222222,,,,,,
69122,,,,0.01,-0.016,0.054,0.010036759,-0.093050956,-0.000345102,-0.005555556,0.001111111,0.003333333,,,,,,
69123,,,,0.023,0.001,0.047,0.010036759,-0.093050956,-0.000345102,-0.001111111,0,0,,,,,,
69124,-4.28E-06,1.08E-06,0.0155,,,,,,,,,,,,,,,
69124,,,,,,,,,,,,,,,,31.26560583,34.7293545,
69124,,,,0.019,0.013,0.024,0.010036759,-0.093050956,-0.000345102,0,0.001111111,-0.003333333,,,,,,
69125,,,,-0.009,0.002,0.022,0.010036759,-0.093050956,-0.000345102,0.001111111,0.007777778,-0.003333333,,,,,,
69126,,,,-0.001,-0.011,0.046,0.010036759,-0.093050956,-0.000345102,-0.002222222,0.006666667,-0.002222222,,,,,,
69127,,,,0.009,0.001,0.039,0.010036759,-0.093050956,-0.000345102,-0.001111111,-0.001111111,0,,,,,,
69128,,,,-0.003,-0.001,0.022,0.010036759,-0.093050956,-0.000345102,0,-0.001111111,0,,,,,,
69129,,,,-0.003,-0.014,0.042,0.010036759,-0.093050956,-0.000345102,-0.002222222,0.003333333,0.003333333,,,,,,
69130,,,,0.011,-0.016,0.048,0.010036759,-0.093050956,-0.000345102,-0.001111111,0,0,,,,,,
69131,,,,0.016,0.004,0.03,0.010036759,-0.093050956,-0.000345102,0,0,-0.001111111,,,,,,
69132,,,,-0.011,0.008,0.015,0.010036759,-0.093050956,-0.000345102,0,0.002222222,-0.003333333,,,,,,
69133,,,,-0.014,-0.005,0.038,0.010036759,-0.093050956,-0.000345102,0,0.003333333,-0.005555556,,,,,,
69134,-4.28E-06,1.08E-06,0.002,,,,,,,,,,,,,,,
69134,,,,,,,,,,,,,,,,31.26560583,34.7293545,
69134,,,,0,-0.004,0.049,0.010036759,-0.093050956,-0.000345102,0,-0.004444444,-0.001111111,,,,,,
69135,,,,0.01,0.004,0.008,0.010036759,-0.093050956,-0.000345102,0,-0.005555556,0.001111111,,,,,,
69136,,,,-0.003,0.001,0.025,0.010036759,-0.093050956,-0.000345102,0,0,0.002222222,,,,,,
69137,,,,-0.004,-0.018,0.051,0.010036759,-0.093050956,-0.000345102,-0.004444444,0.003333333,0,,,,,,
69138,,,,0.007,-0.01,0.054,0.010036759,-0.093050956,-0.000345102,0,0,-0.001111111,,,,,,
69139,,,,-0.003,0.012,0.014,0.010036759,-0.093050956,-0.000345102,0.002222222,0,0,,,,,,
69140,,,,-0.014,0.009,0.013,0.010036759,-0.093050956,-0.000345102,0,0.005555556,-0.004444444,,,,,,
69141,,,,-0.012,-0.009,0.036,0.010036759,-0.093050956,-0.000345102,-0.004444444,0.002222222,-0.003333333,,,,,,
69142,,,,0.009,0,0.031,0.010036759,-0.093050956,-0.000345102,-0.003333333,-0.002222222,-0.001111111,,,,,,
69143,,,,-0.001,-0.001,0.023,0.010036759,-0.093050956,-0.000345102,-0.001111111,0,0,,,,,,
69144,-4.28E-06,1.09E-06,0.004,,,,,,,,,,,,,,,
69144,,,,,,,,,,,,,,,,31.26560583,34.72935467,
69144,,,,-0.014,-0.011,0.037,0.010036759,-0.093050956,-0.000345102,-0.002222222,0.005555556,0.001111111,,,,,,
